PromptID,PMCID,Outcome,Intervention,Comparator
1474,4222592,self-reported subjective feelings of satisfaction,consumed a standardized breakfast with Avocado Included (AI),consumed a standardized breakfast [Control (C)avocado-free]
1476,4222592,the AUC(0-3h) for blood insulin,consumed a standardized breakfast with Avocado Included (AI),consumed a standardized breakfast with Avocado Added (AA) or consumed a standardized breakfast [Control (C)avocado-free]
1349,5628593,Attendance rates,30-Hz whole-body vibration training,50-Hz whole-body vibration training
1350,5820389,Number of absence days due to sickness at 6 months,Inpatient program,Outpatient program
1477,4222592,desire to eat for the AUC(0-3h),consumed a standardized breakfast with Avocado Added (AA),consumed a standardized breakfast [Control (C)avocado-free]
1352,5820389,Number of absence days due to sickness at 12 months,Inpatient program,Outpatient program
1353,3179725,Patient adherence,Active chest wall oscillation treatment,Sham chest wall oscillation treatment
1480,4673066,extraneous or germane load,schema-based lecture,traditional
1481,4673066,evaluation of the lecturers,schema-based lecture,traditional
1356,3179725,"Secondary outcomes including spontaneously expectorated sputum volume, and forced expired volume in 1 second",Active chest wall oscillation treatment,Sham chest wall oscillation treatment
1484,4881089,"mean scores in work pace, influence at work, meaning of work, predictability, rewards, role conflicts and social support from supervisor ",ergonomic intervention,baseline
1360,3842830,Secondary efficacy variables,Istradefylline 20 mg or 40 mg,Placebo
1361,3842830,Daily OFF time,Istradefylline 20 mg,Istradefylline 40 mg
1490,5379843,calculus formation,use the Total toothpastes,use the Abhaibhubejhr 
1363,4365564,Major neurological complications,Charité artificial disc,ALIF with BAK cages
1366,5311860,Effective use of syndromic alerts after 1 year,Standardized aberrant event detection algorithm and response protocol,Pre-existing syndromic surveillance infrastructure and processes
1368,5311860,Alert response during the first year,Standardized aberrant event detection algorithm and response protocol,Pre-existing syndromic surveillance infrastructure and processes
1500,3846239,"At 24 h post surgery, VAS pain scores",bupivacaine plus dexamethasone ,bupivacaine 
1373,5285426,Sexual function scores in females,Robotic surgery,Laparoscopic surgery
1502,2627861,maternal blood lead concentrations in the second/third trimester,"ingest 1,200 mg dietary calcium",ingest placebo
1504,5850185,pDF strength at A1 and A2,bilareal Transcutaneous electrical nerve stimulation (TENS) and taskâ€?oriented training (TOT),unilateral TENS+TOT
1505,5850185,pDF strength at A1 and A2,bilareal Transcutaneous electrical nerve stimulation (TENS) and taskâ€?oriented training (TOT),baseline
1506,5850185,TUG completion time at A2,bilareal Transcutaneous electrical nerve stimulation (TENS) and taskâ€?oriented training (TOT),unilateral TENS+TOT
1385,3464379,Adverse events,N-acetylcysteine,Placebo
1514,2361520,overall QoL,receive immediate treatment,receive delayed treatment
1387,3464379,Plasma PAI-1,N-acetylcysteine,Placebo
1517,5593173,Fluency and flexibility,smelled and rated an odorant and were told that the odorant increases creativity and reduces inhibitions ,smelled and rated an odorant
1391,4599543,levels of fibrinogen,received fibrinogen concentrate,received saline solution (placebo)
1519,5593173,Torrance test (TTCT),smelled and rated an odorant and were told that the odorant increases creativity and reduces inhibitions ,smelled and rated an odorant
1520,4107254,New oral anticoagulants administration,centers admitting ≥ 200 patients/year,centers admitting less than 200 patients/year
1524,4518214,overall survival (OS) in patients with locoregionally advanced nasopharyngeal carcinoma (NPC),chemoradiotherapy ,radiotherapy alone
1398,5766333,The percentage of patients who showed restlessness ,combination of propofol (PF) and dexmedetomidine (DEX) (Combination group),PF alone (PF group)
1400,5766333,incidence of hypoxemia,combination of propofol (PF) and dexmedetomidine (DEX) (Combination group),PF alone (PF group)
1402,5766333,the incidence of bradycardia,combination of propofol (PF) and dexmedetomidine (DEX) (Combination group),PF alone (PF group)
1403,5766333,The maintenance dose of PF,combination of propofol (PF) and dexmedetomidine (DEX) (Combination group),PF alone (PF group)
1404,5766333,the number of times a rescue PF injection,combination of propofol (PF) and dexmedetomidine (DEX) (Combination group),PF alone (PF group)
586,4819709,Standing still for a long time (> 15 min ) without discomfort,Ultrasound‐guided foam sclerotherapy,surgery
1213,5397544,Maximum amplitude values,Low-molecular-weight heparin before and after the surgery,Low-molecular-weight heparin only before the surgery
1219,5741263,Stroke duration,Amplitude training,Placebo
1223,3917123,Fatigue score in the sensory dimension,Acupressure,Placebo
1225,3917123,Fatigue score in the sensory dimension,Routine unit care,Placebo
1226,4996255,"the number of steps to use, time taken to use and ease of use",ElliptaTM DPI,HandiHaler®
1233,5506592,the proportion of households who purchased anti-mosquito products in the last month,education and mobilisation activities,baseline
1237,5228611,eGFR,elvitegravir/cobicistat/emtricitabine/tenofovir alafenamide (E/C/F/TAF) 150/150/200/10 mg plus DRV 800 mg (Janssen) once daily,stay on their baseline regimen
1238,5228611,quantitative proteinuria (urine protein-to-creatinine ratio) and tubular proteinuria (retinol binding protein-to-creatinine ratio and beta 2 microglobulin-to-creatinine ratio),elvitegravir/cobicistat/emtricitabine/tenofovir alafenamide (E/C/F/TAF) 150/150/200/10 mg plus DRV 800 mg (Janssen) once daily,stay on their baseline regimen
1240,5228611,HIV-1 RNA <50 copies per mililiter at week 24;,elvitegravir/cobicistat/emtricitabine/tenofovir alafenamide (E/C/F/TAF) 150/150/200/10 mg plus DRV 800 mg (Janssen) once daily,stay on their baseline regimen
1243,3466198,The median vaginal and cervical pH,Acidform twice daily for 14 consecutive days,hydroxyethylcellulose (HEC) placebo gel twice daily for 14 consecutive days
1245,3466198,"CVL concentrations of lactoferrin and interleukin-1 receptor antagonist (IL-1ra), an anti-inflammatory protein,",Acidform twice daily for 14 consecutive days,hydroxyethylcellulose (HEC) placebo gel twice daily for 14 consecutive days
1250,5225191,GASE-AD (antidepressant-specific side effects),amitriptyline,placebo pill
1252,3172326,visual analogue scale (VAS).,received 0.5 mg/kg of ketamine IV 10 minutes before the surgical incision,0.5 mg/kg of normal saline was injected
1253,3172326,The interval time for the first analgesic request,received 0.5 mg/kg of ketamine IV 10 minutes before the surgical incision,0.5 mg/kg of normal saline was injected
1255,4864053,mean decrease in [11C]Ro15?4513 BP,"MSD, 100 mg l?dopa plus 25 mg carbidopa",placebo (starch)
1261,5414544,The rate of HBsAg positivity,Zimbabwe,Uganda
1264,3933059,"Systolic blood pressure (SBP), diastolic blood pressure (DBP)",Pomegranate juice (PJ),baseline
1265,3933059,flow-mediated dilation (FMD),Pomegranate juice (PJ),baseline
1267,4709985,would have liked more information on acupuncture,tertiary education,other educations
1269,3655855,"central pulse wave velocity, augmentation index, aortic systolic blood pressure, BMI, waist, total cholesterol, serum glucose, IL-8, and IL-10,CRP ",1.7 g of Long chain omega-3 fatty acids from fish oils (O3) per day for 4 weeks,safflower oil placebo for 4 weeks
1271,4401879,"fasting blood sugar, insulin and homeostatic model assessment of insulin resistance",30mg/day zinc gluconate for eight consecutive weeks,placebo for eight consecutive weeks
1278,3585965,the rate of absorption of methotrexate,GLPG0259 and methotrexate,GLPG0259 
1280,5928476,bulk-fill composite resin values and calcium silicate cement values,SureFil SDR or EverX Posterior bulk-fill composite resins' bond,ProRoot MTA or Biodentine calcium silicate cements
1281,4132637,The incidence of the primary composite endpoint,ticagrelor,clopidogrel
1287,4132637,non-CABG-related major bleeding,ticagrelor,clopidogrel
1291,5551214,the Aberrant Behaviour Checklist-Community Edition (ABC-C),horse riding intervention,control group
1292,5551214,"Childhood Autism Rating Scale, Second Edition (CARS2)",horse riding intervention,control group
1293,3636800,the total quantitative feedback score,completing 6 days of assessment (four sets of questions per day) with a native smartphone application,completing 6 days of assessment (four sets of questions per day) with the SMS text-only implementation
1298,5951568,Overall pain scores,provided with written information about the electrodiagnostic testing,control
1303,5451423,"Cmax, Tmax, t1/2, elimination rate constant, AUC0-t and AUC0-inf",empagliflozin after administration to German subjects,empagliflozin after administration to Egyptian volunteers
1304,5451423,"Cmax, Tmax, t1/2, elimination rate constant, AUC0-t and AUC0-inf",empagliflozin after administration to Japanese and Chinese subjects,empagliflozin after administration to Egyptian volunteers
1306,5789132,The mean pain score using FRS scale,receive the injection with diabetic needle,receive the injection with conventional syringe
1310,3258678,hippocampus volume (HV) change,78-week treatment with tramiprosate 150 mg BID,78-week treatment with placebo
1312,3258678,Alzheimer Disease Assessment Scale – cognitive subscale (ADAS-cog),78-week treatment with tramiprosate 100 mg or tramiprosate 150 mg BID,78-week treatment with placebo
1319,5494586,glucose incremental peaks,"3 breakfasts (B1: milk and cereals; B2: milk, apple, and chocolate cream-filled sponge cake; B3: milk, apple, bread, and hazelnut chocolate cream)",50?g OGTT (A)
1320,5494586,insulin excursions ,"3 breakfasts (B1: milk and cereals; B2: milk, apple, and chocolate cream-filled sponge cake; B3: milk, apple, bread, and hazelnut chocolate cream)",50?g OGTT (A)
1321,5494586,the 2-hour plasma ghrelin,"3 breakfasts (B1: milk and cereals; B2: milk, apple, and chocolate cream-filled sponge cake; B3: milk, apple, bread, and hazelnut chocolate cream)",50?g OGTT (A)
1322,5494586,P300 latency incremental values,"B3: milk, apple, bread, and hazelnut chocolate cream",50?g OGTT (A)
1325,5236513,stool consistency,Saccharomyces cerevisiae (S. cerevisiae) CNCM I-3856,placebo
1331,4716419,"Composites of unfavourable outcomes (death, doubling of serum creatinine, non-remission and intolerance to treatment)",enteric-coated mycophenolate sodium (EC-MPS) 1440?mg/day for first 6?months,intravenous cyclophosphamide (CYC) 0.5–1?g/m2 monthly
1333,3917204,Clinical improvement in multi-rooted teeth ,received treatment with rotary instruments,received scaling and root planing with hand instruments
1335,5673730,numbers of babies were delivered after 38 weeks of pregnancy,oral metformin 500 mg TDS (Group-A),insulin 0.8-0.9 mg/kg/day in two divided doses subcutaneously (Group-B)
1340,4012222,Global performance status and STS,lower limb neuromuscular electrical stimulation (NMES) applied daily to both quadriceps muscles for six weeks.,baseline
1343,5320660,Mean overall satiety score,muffins enriched with 30 g HAM-RS2,muffins enriched with 0 g HAM-RS2 (control)
1355,3179725,Dyspnea improvement,Active chest wall oscillation treatment,Sham chest wall oscillation treatment
